,id,alias,name,is_closed,phone,address1,address2,address3,city,zip_code,country,state,display_address,latitude,longitude
0,vJgUc4tBd00PBqPJPaKxmA,retirement_homes;skillednursing;rehabilitation_center,Regency At the Park,False,+15095294480,420 SE Myra Rd,,,College Place,99324,US,WA,"['420 SE Myra Rd', 'College Place, WA 99324']",46.0471884,-118.3674603
1,y6YuUcNslbfniQmelWdSpA,skillednursing;rehabilitation_center;occupationaltherapy,Avalon Care Center - Pullman,False,+15093321566,1310 NW Deane St,,,Pullman,99163,US,WA,"['1310 NW Deane St', 'Pullman, WA 99163']",46.7417595,-117.1731647
2,mCQYnZ-7WBFw1ipvA2LJ5g,rehabilitation_center;skillednursing;retirement_homes,Montesano Health & Rehabilitation Center,False,+13602492273,800 N Medcalf Ln,,,Montesano,98563,US,WA,"['800 N Medcalf Ln', 'Montesano, WA 98563']",46.98867,-123.58463
3,g1IrMTSVGu4x_yzkFPe2rA,skillednursing;rehabilitation_center,Pacific Care and Rehabilitation,False,+13605327882,3035 Cherry St,,,Hoquiam,98550,US,WA,"['3035 Cherry St', 'Hoquiam, WA 98550']",46.97707,-123.85469
4,5_n1jLRG3AVW6KQDy90eDQ,homehealthcare;skillednursing;personalcare,ResCare HomeCare - Aberdeen,False,+13609143012,100 S I St,Ste 203,,Aberdeen,98520,US,WA,"['100 S I St', 'Ste 203', 'Aberdeen, WA 98520']",46.975719,-123.817581
5,47BONkTfPYHk4tAlt9KOAg,retirement_homes;skillednursing,Regency Olympia Rehabilitation and Nursing Center,False,+13609430910,1811 22nd Ave SE,,,Olympia,98501,US,WA,"['1811 22nd Ave SE', 'Olympia, WA 98501']",47.028903,-122.876052
6,95q1XqXf0pUudXTPJTcfRQ,skillednursing;rehabilitation_center;hospice,Shelton Health and Rehabilitation Center,False,+13604272575,153 Johns Ct,,,Shelton,98584,US,WA,"['153 Johns Ct', 'Shelton, WA 98584']",47.23371,-123.11014
7,fgHuuvw04KRsLHWn0D3-EA,retirement_homes;skillednursing,Puget Sound Healthcare,False,+13607549792,4001 Capitol Mall Dr SW,,,Olympia,98502,US,WA,"['4001 Capitol Mall Dr SW', 'Olympia, WA 98502']",47.04105,-122.95229
8,eeIRilYf1ZlUcl1f_qqMDw,occupationaltherapy;speech_therapists;skillednursing,Life Care Center of Port Orchard,False,+13608768035,2031 Pottery Ave,,,Port Orchard,98366,US,WA,"['2031 Pottery Ave', 'Port Orchard, WA 98366']",47.51688,-122.65162
9,oeZmoqBNwgSaruVUDt_HlQ,homehealthcare;skillednursing,The Personal Touch,False,+13608953980,1386 SE Lund Ave,,,Port Orchard,98366,US,WA,"['1386 SE Lund Ave', 'Port Orchard, WA 98366']",47.518654,-122.633069
10,gTLDnYaK8cNk7IeSzGa7gg,homehealthcare;assistedliving;skillednursing,A1 Senior Care Advisors,False,+14253245592,16301 NE 8th St,Ste 121,,Bellevue,98008,US,WA,"['16301 NE 8th St', 'Ste 121', 'Bellevue, WA 98008']",47.616568,-122.123054
11,6ry5ZUD6FetBdC9y3wxmeg,physicaltherapy;homehealthcare;skillednursing,Kindred at Home,False,+12086675470,1230 Northwood Center Ct,Ste C,,Coeur d'Alene,83814,US,ID,"['1230 Northwood Center Ct', 'Ste C', ""Coeur d'Alene, ID 83814""]",47.6977081298828,-116.803489685059
12,suRQ07yYoTsvcabQAyIejw,homehealthcare;skillednursing;assistedliving,Angel Senior Care,False,+15093264357,8512 N Wall St,,,Spokane,99208,US,WA,"['8512 N Wall St', 'Spokane, WA 99208']",47.7345158,-117.4218251
13,mg6YuR1NNF-RXNeWA9ZUsw,skillednursing;assistedliving,Life Care Center - Coeur D'alene,False,+12087621122,500 W Aqua Ave,,,Coeur D Alene,83815,US,ID,"['500 W Aqua Ave', 'Coeur D Alene, ID 83815']",47.74109,-116.79413
14,iYgcD6nAkHwjaMqocs0JIQ,skillednursing,Ans Alternative Nursing Services,False,+15093151235,1315 N Napa St,,,Spokane,99202,US,WA,"['1315 N Napa St', 'Spokane, WA 99202']",47.66997,-117.38155
15,QjGjUiHwhsuyoKb1ZXYK2Q,skillednursing;rehabilitation_center,Life Care Centers of Post Falls,False,+12087770318,460 N Garden Plaza Ct,,,Post Falls,83854,US,ID,"['460 N Garden Plaza Ct', 'Post Falls, ID 83854']",47.71386,-116.909876
16,jjUvgp2Wi-r6jZ3ECNKUaQ,rehabilitation_center;skillednursing;occupationaltherapy,Advanced Post Acute,False,+12538331740,414 17th St SE,,,Auburn,98002,US,WA,"['414 17th St SE', 'Auburn, WA 98002']",47.293327331543,-122.223731994629
17,jfLfcV8M9Bagz9q1DW4LPg,skillednursing;retirement_homes;rehabilitation_center,Linden Grove Center,False,+12538404400,400 29th St NE,,,Puyallup,98372,US,WA,"['400 29th St NE', 'Puyallup, WA 98372']",47.1941947937012,-122.25617980957
18,wk3MDEHaNs-KoW7gfGs0Ag,hospice;occupationaltherapy;skillednursing,Garden Terrace Healthcare Center of Federal Way,False,+12536612226,491 S 338th St,,,Federal Way,98003,US,WA,"['491 S 338th St', 'Federal Way, WA 98003']",47.29811,-122.326431
19,B0JIkXyi6Ep-KL7MFdaeKQ,occupationaltherapy;skillednursing;speech_therapists,Hallmark Manor,False,+12538743580,32300 1st Ave S,,,Federal Way,98003,US,WA,"['32300 1st Ave S', 'Federal Way, WA 98003']",47.31252,-122.3339
20,bn2nLgdY6WNSadpdiw6n6g,skillednursing;rehabilitation_center;hospice,Enumclaw Health and Rehabilitation Center,False,+13608252541,2323 Jensen St,,,Enumclaw,98022,US,WA,"['2323 Jensen St', 'Enumclaw, WA 98022']",47.20964,-121.98633
21,LdRlFa-cytg5O_qYWtzazA,rehabilitation_center;skillednursing,Avalon Care Center - Federal Way,False,+12538357453,135 S 336th St,,,Federal Way,98003,US,WA,"['135 S 336th St', 'Federal Way, WA 98003']",47.29876,-122.33127
22,gfhSES_Ds2ePTERsqYZMsg,skillednursing;hospitals,Noble Physicians,False,+12537375764,4508 Auburn Way N,Ste C,,Auburn,98002,US,WA,"['4508 Auburn Way N', 'Ste C', 'Auburn, WA 98002']",47.3481101989746,-122.222846984863
23,-VaeRgVQbNxA2ajfthk6UA,homehealthcare;skillednursing;personalcare,ResCare HomeCare - Federal Way,False,+12536421023,34709 9th Ave S,Ste 600,,Federal Way,98003,US,WA,"['34709 9th Ave S', 'Ste 600', 'Federal Way, WA 98003']",47.2908387617631,-122.32296406139
24,11ILkfe9ljItQ9oGAjfi4w,homehealthcare;skillednursing;personalcare,ResCare HomeCare - Tacoma,False,+12532426978,3600 Port Of Tacoma Rd,Ste 305,,Fife,98424,US,WA,"['3600 Port Of Tacoma Rd', 'Ste 305', 'Fife, WA 98424']",47.24572,-122.38755
25,gTLDnYaK8cNk7IeSzGa7gg,homehealthcare;assistedliving;skillednursing,A1 Senior Care Advisors,False,+14253245592,16301 NE 8th St,Ste 121,,Bellevue,98008,US,WA,"['16301 NE 8th St', 'Ste 121', 'Bellevue, WA 98008']",47.616568,-122.123054
