,id,alias,name,is_closed,phone,address1,address2,address3,city,zip_code,country,state,display_address,latitude,longitude
0,ywXCcLbaf6yDfIm84QxZPQ,taiwanese;dimsum;shanghainese,Din Tai Fung,False,+14256981095,700 Bellevue Way NE,Ste 280,,Bellevue,98004,US,WA,"['700 Bellevue Way NE', 'Ste 280', 'Bellevue, WA 98004']",47.617195,-122.20059
1,vTeHclzyrWygJybfv0h5OA,chinese;taiwanese,Facing East,False,+14256882986,1075 Bellevue Way NE,Ste B-2,,Bellevue,98004,US,WA,"['1075 Bellevue Way NE', 'Ste B-2', 'Bellevue, WA 98004']",47.61992,-122.2028
2,dO7WB-1iPb6CFc_f7t90pA,steak;lounges;newamerican,John Howie Steak Restaurant,False,+14254400880,11111 NE 8th St,Ste 125,,Bellevue,98004,US,WA,"['11111 NE 8th St', 'Ste 125', 'Bellevue, WA 98004']",47.616897,-122.191211
3,NuPKl9HvpYSr1g5hYBAQKA,newamerican;seafood;raw_food,Seastar Restaurant & Raw Bar,False,+14254560010,205 108th Ave NE,Ste 100,,Bellevue,98004,US,WA,"['205 108th Ave NE', 'Ste 100', 'Bellevue, WA 98004']",47.612268,-122.196844
4,cn9ox-BRc2D45oWmp1egdg,greek;mideastern;mediterranean,Mediterranean Kitchen,False,+14254629422,103 Bellevue Way NE,Ste 103,,Bellevue,98004,US,WA,"['103 Bellevue Way NE', 'Ste 103', 'Bellevue, WA 98004']",47.6113559604462,-122.201761814933
5,mrFz_wcsRmDyh_yyD-loqg,tradamerican;comfortfood;cocktailbars,Lot No. 3,False,+14254400025,460 106th Ave NE,,,Bellevue,98004,US,WA,"['460 106th Ave NE', 'Bellevue, WA 98004']",47.61454,-122.19868
6,wUOOAjZcnE2sOd2_9SSyJw,chinese;hotpot,The Dolar Shop,False,+14253908888,11020 NE 6th St,Ste 90,,Bellevue,98004,US,WA,"['11020 NE 6th St', 'Ste 90', 'Bellevue, WA 98004']",47.61572,-122.19318
7,LM28Dlj_2UVnv8wTCm8H_A,sushi;japanese;cocktailbars,Japonessa Sushi Cocina,False,+14254541585,500 Bellevue Way NE,Ste 130,,Bellevue,98004,US,WA,"['500 Bellevue Way NE', 'Ste 130', 'Bellevue, WA 98004']",47.615095,-122.2015351
8,i0RL4Y5cpBRs2_fjvgaEsg,turkish;mediterranean,Istanbul Cuisine Cafe,False,+14254552101,405 Bellevue Way NE,,,Bellevue,98004,US,WA,"['405 Bellevue Way NE', 'Bellevue, WA 98004']",47.615517,-122.202137
9,n0zWJbWXcDk7DHzl7-1QTg,steak;seafood;soup,El Gaucho - Bellevue,False,+14254552715,450 108th Ave NE,,,Bellevue,98004,US,WA,"['450 108th Ave NE', 'Bellevue, WA 98004']",47.6145724207163,-122.196137309074
10,gHHDCn4g4KCKFbaMxjxS8g,steak;tradamerican;bars,Daniel's Broiler,False,+14254624662,10500 NE 8th St,Fl 21,,Bellevue,98004,US,WA,"['10500 NE 8th St', 'Fl 21', 'Bellevue, WA 98004']",47.617784,-122.200176
11,OAtWg5s31KDVqMwB4alwqg,pizza;hotdogs,MOD Pizza,False,+14254550141,317 Bellevue Way NE,,,Bellevue,98004,US,WA,"['317 Bellevue Way NE', 'Bellevue, WA 98004']",47.6132804490471,-122.20178604126
12,pLKi8-z4yj07mWoUj5Dfyw,brazilian;steak,Fogo de Chão Brazilian Steakhouse,False,+14254504004,440 Bellevue Way NE,,,Bellevue,98004,US,WA,"['440 Bellevue Way NE', 'Bellevue, WA 98004']",47.614539,-122.201278
13,_X8Gem2YA1s2crAJIwZCNg,tex-mex;mexican;newmexican,Cactus Restaurants,False,+14254554321,535 Bellevue Sq,,,Bellevue,98004,US,WA,"['535 Bellevue Sq', 'Bellevue, WA 98004']",47.6168093,-122.202054
14,62CCnonJjUrXv2WfN4N_xA,sushi;steak,Ascend Prime Steak and Sushi,False,+14256252080,10400 NE 4th St,Ste 3100,,Bellevue,98004,US,WA,"['10400 NE 4th St', 'Ste 3100', 'Bellevue, WA 98004']",47.614132,-122.200558
15,ybBJtVElvdr7tWub4sEFFw,italian;bars;newamerican,Maggiano's Little Italy,False,+14255196476,10455 NE 8th St,,,Bellevue,98004,US,WA,"['10455 NE 8th St', 'Bellevue, WA 98004']",47.6172,-122.20061
16,uls9pCj4BseGfkxXfpAaeQ,ramen;asianfusion,Hokkaido Ramen Santouka - Bellevue,False,+14254620141,103 Bellevue Way NE,,,Bellevue,98004,US,WA,"['103 Bellevue Way NE', 'Bellevue, WA 98004']",47.6113839,-122.20193
17,JQsQ5t5koNNU9jHvytIwHg,coffee;cafes;acaibowls,Bellden Cafe,False,+14256981597,10527 Main St,,,Bellevue,98004,US,WA,"['10527 Main St', 'Bellevue, WA 98004']",47.6100151,-122.1994088
18,QWtYWW8a7Ol44JYoD3UeZQ,bars;seafood,Pearl,False,+14254550181,700 Bellevue Way NE,Ste 50,,Bellevue,98004,US,WA,"['700 Bellevue Way NE', 'Ste 50', 'Bellevue, WA 98004']",47.616267,-122.201064
19,-QAnnm1Vjz3QT30IolxLPA,bagels;delis;sandwiches,Gilbert's on Main,False,+14254555650,10024 Main St,,,Bellevue,98004,US,WA,"['10024 Main St', 'Bellevue, WA 98004']",47.6103873117493,-122.206420898438
20,N63WU0HmuPw2P00jvW2c4g,thai,Tem Sib Thai Food Reimagined,False,+14253326564,1020 108th Ave NE,Ste 100,,Bellevue,98004,US,WA,"['1020 108th Ave NE', 'Ste 100', 'Bellevue, WA 98004']",47.61983,-122.19592
21,PzFJNls55DcBsWJOU2O0BQ,newamerican;lounges,JOEY Bellevue,False,+14256371177,800 Bellevue Way NE,Ste 118,,Bellevue,98004,US,WA,"['800 Bellevue Way NE', 'Ste 118', 'Bellevue, WA 98004']",47.6180555,-122.201304584742
22,wk5zGwe_czrEZ0RjzwXqGA,mediterranean;lebanese;kebab,Garlic Crush,False,+14254552235,102 Bellevue Way NE,,,Bellevue,98004,US,WA,"['102 Bellevue Way NE', 'Bellevue, WA 98004']",47.611445,-122.201222
23,jr8iTFk9-lbvftvjtueUVA,chinese;asianfusion,Baron's Sino Fusion Kitchen & Bar,False,+14253630000,500 Bellevue Way NE,"Lincoln Square South, Ste 210, Fl 2",,Bellevue,98004,US,WA,"['500 Bellevue Way NE', 'Lincoln Square South, Ste 210, Fl 2', 'Bellevue, WA 98004']",47.6149789,-122.2010331
24,vmy0Csf5YEywg_geEA3tCA,sushi;ramen;izakaya,Ginza,False,+14257097072,103 102nd Ave SE,,,Bellevue,98004,US,WA,"['103 102nd Ave SE', 'Bellevue, WA 98004']",47.60986,-122.20425
25,qJ0eJiw4VLK6ogw862FA6Q,thai;vegan;buffets,Araya's Place Bellevue,False,+14254542440,10246 Main St,Ste C,,Bellevue,98004,US,WA,"['10246 Main St', 'Ste C', 'Bellevue, WA 98004']",47.6103170155624,-122.203256897628
26,ywLZQFlxZ5EZFLno0c0BSA,breakfast_brunch,Eques,False,+14256984151,900 Bellevue Way NE,,,Bellevue,98004,US,WA,"['900 Bellevue Way NE', 'Bellevue, WA 98004']",47.618444,-122.20106
27,uzUvv6g6691d1f7j3qTmjA,japanese;sushi;seafood,FLO Japanese Sushi Restaurant & Sake Bar,False,+14254534005,1150 106th Ave NE,,,Bellevue,98004,US,WA,"['1150 106th Ave NE', 'Bellevue, WA 98004']",47.6205711811781,-122.199060246348
28,cga2odsCYlH1tRxc_alsfw,bakeries;coffee;sandwiches,The French Bakery,False,+14255909640,909 112th Ave NE,Ste 106,,Bellevue,98004,US,WA,"['909 112th Ave NE', 'Ste 106', 'Bellevue, WA 98004']",47.61832,-122.19118
29,i8mygke4ckycOudTO_3UQQ,coffee;cafes;venues,Café Cesura,False,+14259547277,1015 108th Ave NE,,,Bellevue,98004,US,WA,"['1015 108th Ave NE', 'Bellevue, WA 98004']",47.6196463475606,-122.196551075913
30,m47g3iYFOAnbJWSAasSkhA,italian,Carmine's,False,+14257860160,88 102nd Ave NE,,,Bellevue,98004,US,WA,"['88 102nd Ave NE', 'Bellevue, WA 98004']",47.6110455567363,-122.203940358497
31,YwIFNb3dlj6GOcrvjwlF2A,steak,Ruth's Chris Steak House,False,+14254511550,565 Bellevue Sq,,,Bellevue,98004,US,WA,"['565 Bellevue Sq', 'Bellevue, WA 98004']",47.617214,-122.203032
32,aOWPJ5oMxAmFzPBV0AjZhw,hotdogs,Chick-fil-A,False,+14254541758,785 116th Ave NE,,,Bellevue,98004,US,WA,"['785 116th Ave NE', 'Bellevue, WA 98004']",47.6167791,-122.1862493
33,oniQ68t6VR1naVtUXmfETQ,poke;salad;sushi,Pokeworks,False,+14252141182,222 Bellevue Way NE,,,Bellevue,98004,US,WA,"['222 Bellevue Way NE', 'Bellevue, WA 98004']",47.6125167,-122.2013326
34,bcjWiEonA4lVLf7md6N6PA,sushi;japanese,I Love Sushi,False,+14254559090,23 Lake Bellevue Dr,,,Bellevue,98005,US,WA,"['23 Lake Bellevue Dr', 'Bellevue, WA 98005']",47.619163,-122.1818
35,ZPMzI315DAnPGegYJxfEOw,hawaiian;poke;seafood,MIX Poke Bar,False,+14254542217,403 Bellevue Sq,,,Bellevue,98004,US,WA,"['403 Bellevue Sq', 'Bellevue, WA 98004']",47.6154158251929,-122.201815152685
36,sYx24NHBe3txUSeqt7xvvQ,bagels;sandwiches;bakeries,Blazing Bagels,False,+14254548709,10812 Main St,,,Bellevue,98004,US,WA,"['10812 Main St', 'Bellevue, WA 98004']",47.61034,-122.19587
