,id,alias,name,is_closed,phone,address1,address2,address3,city,zip_code,country,state,display_address,latitude,longitude
0,PRf2pCuS-D2DqdJi3tQmIQ,bars;tradamerican;breakfast_brunch,Knotty Pine Restaurant and Lounge,False,,600-698 S Clark Ave,,,Republic,99166,US,WA,"['600-698 S Clark Ave', 'Republic, WA 99166']",48.6472423981211,-118.738138899207
1,a_FOVLkeXr_QCqBhI-8BUA,pizza;burgers;beerbar,Steve-O's Restaurant,False,+15097750861,30277 E Hwy 20,,,Republic,99166,US,WA,"['30277 E Hwy 20', 'Republic, WA 99166']",48.641444,-118.732261
2,bXsOH5-kFJ6vuVJHoEo_pQ,bars,Curlew Saloon,False,+15097794700,4 River St,,,Curlew,99118,US,WA,"['4 River St', 'Curlew, WA 99118']",48.884765625,-118.600479125977
3,SP4PqVeaWSthWwwSr1MI2w,pubs;newamerican;burgers,Chesaw Tavern,False,+15094852174,2045 Chesaw Rd,,,Oroville,98844,US,WA,"['2045 Chesaw Rd', 'Oroville, WA 98844']",48.9451370239258,-119.05158996582
4,0qa4kzlw859j9DofGt74oQ,pubs,Sage & Sand Neighbourhood Pub,False,+12504952322,6403 Cottonwood Drive,,,Osoyoos,V0H 1V3,CA,BC,"['6403 Cottonwood Drive', 'Osoyoos, BC V0H 1V3', 'Canada']",49.03071,-119.44872
5,SdDA5z4aPyPvfy0SlWh1bw,tradamerican;pubs;burgers,Grand Forks Station Pub & Banquet Facility,False,+12504425855,7654 Donaldson Dr,,,Grand Forks,V0H 1H2,CA,BC,"['7654 Donaldson Dr', 'Grand Forks, BC V0H 1H2', 'Canada']",49.03139,-118.464053
6,sp9NG_k79LCwIoP1waXU2Q,pubs,The Kuhler Bar and Grill,False,+15094862996,302 S Whitcomb Ave,,,Tonasket,98855,US,WA,"['302 S Whitcomb Ave', 'Tonasket, WA 98855']",48.705498,-119.439507
7,vW1kHIcXk8ZWIlkXj9qKIg,restaurants;wine_bars,The Restaurant at Watermark,False,+12504955508,15 Park Place,,,Osoyoos,V0H 1V0,CA,BC,"['15 Park Place', 'Osoyoos, BC V0H 1V0', 'Canada']",49.0326895572992,-119.462982751429
8,NmZytCFh2WYwPNnLtCxLoQ,newcanadian;pubs;sandwiches,Clyde's Pub,False,+12504423913,7248 2nd Street,,,Grand Forks,V0H 1H0,CA,BC,"['7248 2nd Street', 'Grand Forks, BC V0H 1H0', 'Canada']",49.0330770509057,-118.437457365615
9,EBkd2Tl6jm6mq3v1w6Wf6w,pubs;burgers;sandwiches,Owl Pub,False,+17784373838,7603 Spartan Drive,,,Osoyoos,V0H 1V3,CA,BC,"['7603 Spartan Drive', 'Osoyoos, BC V0H 1V3', 'Canada']",49.0332045847563,-119.463284499943
10,3bXQpDQqFEYz0aSHqwrnFw,bars;newamerican,Hayden's Bar & Grill,False,+15097386153,480 Meyers St,,,Kettle Falls,99141,US,WA,"['480 Meyers St', 'Kettle Falls, WA 99141']",48.60904,-118.05672
11,xHBmto1S7_PX6_jLJw5Kjg,pubs;mediterranean,Pappa's Firehall Bistro,False,+12504984867,6077 Main Strret,,,Oliver,V0H 1T0,CA,BC,"['6077 Main Strret', 'Oliver, BC V0H 1T0', 'Canada']",49.181633,-119.5503006
12,8ynSv1bTV0Yo_yhMqE8Mcw,bars,Hot-l Bar,False,,5th Avenue & Florance,,,Midway,V0H 1M0,CA,BC,"['5th Avenue & Florance', 'Midway, BC V0H 1M0', 'Canada']",49.0057602,-118.7760696
13,3YOxqZEIJaCLIwrw6aqWcQ,bars;bbq,Pointe 49 Kitchen & Bar,False,+18779365400,4200 Lakeshore Drive,,,Osoyoos,V0H 1V6,CA,BC,"['4200 Lakeshore Drive', 'Osoyoos, BC V0H 1V6', 'Canada']",49.01781,-119.43686
14,usCRqL3doneTN_Q9POA8hA,pubs;beerbar,P & D Pub,False,+15094763544,33600 US Highway 97,,,Oroville,98844,US,WA,"['33600 US Highway 97', 'Oroville, WA 98844']",48.993343859911,-119.458561465144
15,V4dyeYtd84j7pPGo4yba9g,lounges,SOL Grill Room & Lounge,False,+12504956884,7906 Main Street,,,Osoyoos,V0H 1V3,CA,BC,"['7906 Main Street', 'Osoyoos, BC V0H 1V3', 'Canada']",49.0285585,-119.4571268
16,G-cj2LFDmUluqKJ662YaeA,tradamerican;pubs,Rock Creek Restaurant,False,+12504462474,British Columbia 33,,,Rock Creek,V0H 1Y0,CA,BC,"['British Columbia 33', 'Rock Creek, BC V0H 1Y0', 'Canada']",49.0586858988994,-119.00082522555
17,HjFgYmP01kmqKda8eOz1wg,diners;wine_bars;beerbar,Texas Family Diner,False,,220 Whitcomb Avenue Hwy 97,,,Tonasket,98855,US,WA,"['220 Whitcomb Avenue Hwy 97', 'Tonasket, WA 98855']",48.6405834499826,-119.476693868637
18,XZ5EmLY924LzJmfjfGniew,bars;breakfast_brunch;tradamerican,LU LU Craft Bar + Kitchen,False,+15097137880,606 Columbia Point Dr,,,Richland,99352,US,WA,"['606 Columbia Point Dr', 'Richland, WA 99352']",46.2622344,-119.2483687
19,nCrTU8L28bZCOEBBxv0yWQ,tapas;bars,The Bradley,False,+15099405585,404 Bradley Blvd,Ste 106,,Richland,99352,US,WA,"['404 Bradley Blvd', 'Ste 106', 'Richland, WA 99352']",46.2710402539091,-119.269255846739
20,skJxdlWIVbXwYIyBYghojQ,newamerican;bars;sandwiches,3 Eyed Fish,False,+15096283255,1970 Keene Rd,,,Richland,99352,US,WA,"['1970 Keene Rd', 'Richland, WA 99352']",46.2476,-119.3005
21,5WXwAI7m73ObZNSNx4V3Fw,italian;pizza;wine_bars,Fat Olives Restaurant & Catering,False,+15099466404,255 Williams Blvd,,,Richland,99354,US,WA,"['255 Williams Blvd', 'Richland, WA 99354']",46.2854529,-119.276186
22,r80zRB2mMVBWSV7TpSfkng,wine_bars;winetastingroom,Longship Cellars,False,+15097137676,404 Bradley Blvd,Ste 100,,Richland,99352,US,WA,"['404 Bradley Blvd', 'Ste 100', 'Richland, WA 99352']",46.27098,-119.26921
23,7kerJqUnJ5R2SQxJirpvRg,breweries;beergardens;pubs,The Growler Guys,False,+15095722410,110 Gage Blvd,,,Richland,99352,US,WA,"['110 Gage Blvd', 'Richland, WA 99352']",46.2275747970182,-119.249777558789
24,lfYB77kc0Xn5ARIXwkAo4g,seafood;newamerican;cocktailbars,Bonefish Grill,False,+15096289296,133 Gage Blvd,,,Richland,99352,US,WA,"['133 Gage Blvd', 'Richland, WA 99352']",46.226981,-119.264082
25,2SBVL7lXI_UIeVSOuMQ4UQ,wine_bars;beerbar;tapas,Tap & Barrel,False,+15099874561,112 Keene Rd,,,Richland,99352,US,WA,"['112 Keene Rd', 'Richland, WA 99352']",46.228961,-119.266996
26,xQ2r6MTOVBx4h8MBpY3Ocg,cocktailbars;tradamerican,Amendment XXI,False,+15098203037,2525 N Columbia Center Blvd,,,Richland,99352,US,WA,"['2525 N Columbia Center Blvd', 'Richland, WA 99352']",46.2358150358754,-119.223472550511
27,utFQDONnIb-kafea4ljLOw,newamerican;burgers;sportsbars,Bob's Burgers & Brew,False,+15099871664,2775 Queensgate Dr,,,Richland,99352,US,WA,"['2775 Queensgate Dr', 'Richland, WA 99352']",46.256853,-119.312319
28,Fo76KIv-HVgeUdPiai26DQ,divebars;tradamerican,The Dive,False,,2000 Logston Blvd,Ste 122,,Richland,99354,US,WA,"['2000 Logston Blvd', 'Ste 122', 'Richland, WA 99354']",46.318749,-119.301194
