,id,alias,name,is_closed,phone,address1,address2,address3,city,zip_code,country,state,display_address,latitude,longitude
0,dO7WB-1iPb6CFc_f7t90pA,steak;lounges;newamerican,John Howie Steak Restaurant,False,+14254400880,11111 NE 8th St,Ste 125,,Bellevue,98004,US,WA,"['11111 NE 8th St', 'Ste 125', 'Bellevue, WA 98004']",47.616897,-122.191211
1,mrFz_wcsRmDyh_yyD-loqg,tradamerican;comfortfood;cocktailbars,Lot No. 3,False,+14254400025,460 106th Ave NE,,,Bellevue,98004,US,WA,"['460 106th Ave NE', 'Bellevue, WA 98004']",47.61454,-122.19868
2,LM28Dlj_2UVnv8wTCm8H_A,sushi;japanese;cocktailbars,Japonessa Sushi Cocina,False,+14254541585,500 Bellevue Way NE,Ste 130,,Bellevue,98004,US,WA,"['500 Bellevue Way NE', 'Ste 130', 'Bellevue, WA 98004']",47.615095,-122.2015351
3,gHHDCn4g4KCKFbaMxjxS8g,steak;tradamerican;bars,Daniel's Broiler,False,+14254624662,10500 NE 8th St,Fl 21,,Bellevue,98004,US,WA,"['10500 NE 8th St', 'Fl 21', 'Bellevue, WA 98004']",47.617784,-122.200176
4,ybBJtVElvdr7tWub4sEFFw,italian;bars;newamerican,Maggiano's Little Italy,False,+14255196476,10455 NE 8th St,,,Bellevue,98004,US,WA,"['10455 NE 8th St', 'Bellevue, WA 98004']",47.6172,-122.20061
5,QWtYWW8a7Ol44JYoD3UeZQ,bars;seafood,Pearl,False,+14254550181,700 Bellevue Way NE,Ste 50,,Bellevue,98004,US,WA,"['700 Bellevue Way NE', 'Ste 50', 'Bellevue, WA 98004']",47.616267,-122.201064
6,PzFJNls55DcBsWJOU2O0BQ,newamerican;lounges,JOEY Bellevue,False,+14256371177,800 Bellevue Way NE,Ste 118,,Bellevue,98004,US,WA,"['800 Bellevue Way NE', 'Ste 118', 'Bellevue, WA 98004']",47.6180555,-122.201304584742
7,6wrvQqQwkeQnokD7kPX-rQ,newamerican;cocktailbars,Earls Kitchen + Bar,False,+14254523275,700 Bellevue Way NE,Unit 130,,Bellevue,98004,US,WA,"['700 Bellevue Way NE', 'Unit 130', 'Bellevue, WA 98004']",47.61697,-122.20123
8,8L2tddKDiERlPaX-CkuSUA,vietnamese;bars,Monsoon Bellevue,False,+14256351112,10245 Main St,,,Bellevue,98004,US,WA,"['10245 Main St', 'Bellevue, WA 98004']",47.609932,-122.203062
9,wvEGC525cGJZGmqVFJW57A,newamerican;bars;steak,Bis on Main,False,+14254552033,10213 Main St,,,Bellevue,98004,US,WA,"['10213 Main St', 'Bellevue, WA 98004']",47.6100032,-122.2038743
10,g7cHMBEneiQzTQ1LI_oeRw,musicvenues;bars;tradamerican,Bake's Place Bar & Bistro,False,+14254542776,155 108th Ave NE,Ste 110,,Bellevue,98004,US,WA,"['155 108th Ave NE', 'Ste 110', 'Bellevue, WA 98004']",47.6116,-122.19655
11,jJubx-ZsbtvkYOLRMdGhrQ,wine_bars;thai;panasian,Wild Ginger,False,+14254958889,508 Bellevue Way NE,,,Bellevue,98004,US,WA,"['508 Bellevue Way NE', 'Bellevue, WA 98004']",47.61498,-122.201305
