,id,alias,name,is_closed,phone,address1,address2,address3,city,zip_code,country,state,display_address,latitude,longitude
0,knJ09FJQ3Z34n2OFok7IIQ,tradamerican;bars;poolhalls,Last Stand Diner & Saloon,False,+15096328777,502 W Main St,,,Coulee City,99115,US,WA,"['502 W Main St', 'Coulee City, WA 99115']",47.611465,-119.294562
1,7grYBBHdTy_oVriH_GmVeg,coffee;breakfast_brunch,Banks Lake Brew & Bistro,False,+15096325611,9701 Hwy 2 E,,,Coulee City,99115,US,WA,"['9701 Hwy 2 E', 'Coulee City, WA 99115']",47.6249984,-119.2719082
2,VbMUiQHdaun2DbBtKlIUyA,brazilian;italian;pizza,La Cucina Di Sophia,False,+15098664200,218 Main Ave E,,,Soap Lake,98851,US,WA,"['218 Main Ave E', 'Soap Lake, WA 98851']",47.389343,-119.486614
3,B6dL3KAzET1Umt_DqSGQWw,modern_european,Mom's European Foods and Deli,False,+15092461121,241 Main Ave,,,Soap Lake,98851,US,WA,"['241 Main Ave', 'Soap Lake, WA 98851']",47.38924,-119.48552
4,bg-Q-kIG1W71eavKe2SWgQ,cafes;coffee,Fusion Cafe and Espresso,False,+15096313011,302 Coulee Blvd E,,,Electric City,99123,US,WA,"['302 Coulee Blvd E', 'Electric City, WA 99123']",47.934082,-119.033156
5,HqdoFTjLbOjnScKcDU4JeA,mexican,Taqueria Covian,False,+15097541089,1105 Basin St SW,Ste B,,Ephrata,98823,US,WA,"['1105 Basin St SW', 'Ste B', 'Ephrata, WA 98823']",47.31067,-119.55939
6,TURZs9KDUWQTN2cFcjQzkw,mexican,Lapresa Mexican Restaurant,False,+15096333173,515 E Grand Coulee Ave,,,Grand Coulee,99133,US,WA,"['515 E Grand Coulee Ave', 'Grand Coulee, WA 99133']",47.93336,-118.98952
7,B8RgMM3qy_qUQvQ8rrEAlA,soup;burgers;cafes,Kenice's Cafe,False,+15096393000,906 Willard St,,,Hartline,99135,US,WA,"['906 Willard St', 'Hartline, WA 99135']",47.6902811643342,-119.1080866009
8,VQENaibMaZVb_NFas59pjQ,wine_bars;seafood;steak,Michaels on the Lake,False,+15097651611,910 W Broadway Ave,,,Moses Lake,98837,US,WA,"['910 W Broadway Ave', 'Moses Lake, WA 98837']",47.12614,-119.28955
9,fX8lpITuXDOYTfIYNubkzA,delis;gourmet,Michael's Market & Bistro,False,+15097654177,221 W Broadway Ave,,,Moses Lake,98837,US,WA,"['221 W Broadway Ave', 'Moses Lake, WA 98837']",47.129636,-119.280992
10,D3jGpoJdP6Q9-7gyd_9hZA,sandwiches;mediterranean;hotdogs,Pita Pit,False,+15097547172,26 Basin St Norhtwest,,,Ephrata,98823,US,WA,"['26 Basin St Norhtwest', 'Ephrata, WA 98823']",47.32096,-119.55108
11,jkrKYgUbvU4urjgqhPgC1A,pizza;gluten_free;desserts,Local Myth Pizza,False,+15096822914,122 S Emerson St,,,Chelan,98816,US,WA,"['122 S Emerson St', 'Chelan, WA 98816']",47.839238,-120.017218
12,9YYRKosgglyY9EStD0R7Ow,diners;tradamerican,Coulee Cruisers,False,+15097611887,214 Daisy St S,,,Soap Lake,98851,US,WA,"['214 Daisy St S', 'Soap Lake, WA 98851']",47.38717,-119.48272
13,dsyfvPotzPsp1vcD6eliXg,mexican,Tacos El Rey Taqueria,False,+15098551741,1571 Yonezawa Blvd,,,Moses Lake,98837,US,WA,"['1571 Yonezawa Blvd', 'Moses Lake, WA 98837']",47.10514,-119.25145
14,lGGlTxrUIrM9DyY8PNSacg,bookstores;coffee;cafes,The Bookery,False,+15097545321,1 Basin St NW,,,Ephrata,98823,US,WA,"['1 Basin St NW', 'Ephrata, WA 98823']",47.32099,-119.55179
15,F1iVJ0j2peBHY7mfCvxYhg,burgers;tradamerican;icecream,D K's Drive In,False,+15097543000,805 Basin St NW,,,Ephrata,98823,US,WA,"['805 Basin St NW', 'Ephrata, WA 98823']",47.32971,-119.54561
16,wbftXRu3aeEyYIEf0uDsAA,breakfast_brunch;cafes;juicebars,Riverwalk Cafe,False,+15096822627,204 E Wapato Ave,,,Chelan,98816,US,WA,"['204 E Wapato Ave', 'Chelan, WA 98816']",47.83869,-120.01655
17,A8PzCYDW6hWhtlw7vQ-UUw,creperies;gluten_free;organic_stores,Bear Foods Natural Market & Cafe,False,+15096825535,125 E Woodin Ave,,,Chelan,98816,US,WA,"['125 E Woodin Ave', 'Chelan, WA 98816']",47.840245516977,-120.01795707182
18,nN4sTW_iCnKYOCgfb2ThPw,cafes;coffee;donuts,Red Door Cafè,False,+15093505525,202 W 3rd Ave,,,Moses Lake,98837,US,WA,"['202 W 3rd Ave', 'Moses Lake, WA 98837']",47.129558,-119.280212
19,7q--kmCKMYnqgQdLWj_Ggg,vietnamese,Pho Saigon Restaurant,False,+15097651233,115 W 3rd Ave,,,Moses Lake,98837,US,WA,"['115 W 3rd Ave', 'Moses Lake, WA 98837']",47.12961,-119.27855
20,ARXyavsxmpK3Swb2pGkHIw,cafes;cocktailbars;sandwiches,The Fox & Quail Cafe,False,+15096824196,303 E Wapato Ave,,,Chelan,98816,US,WA,"['303 E Wapato Ave', 'Chelan, WA 98816']",47.8392219543457,-120.014556884766
21,xaVX7kH8qTKQRycp7hsd2A,pizza;burgers,Time Out,False,+15097541111,1095 Basin St SW,,,Ephrata,98823,US,WA,"['1095 Basin St SW', 'Ephrata, WA 98823']",47.3109550476074,-119.559158325195
22,N65BNS3iBnkBH6y-EB8cBw,tradamerican;breakfast_brunch;bars,Apple Cup Cafe,False,+15096822933,804 E Woodin Ave,,,Chelan,98816,US,WA,"['804 E Woodin Ave', 'Chelan, WA 98816']",47.83934,-120.00517
23,fJqF5B7ZCDRL8Mpzuc_Alg,burgers;hotdogs,Billy Burgers Drive In,False,+15096475651,804 NE Main Ave,,,Wilbur,99185,US,WA,"['804 NE Main Ave', 'Wilbur, WA 99185']",47.7575451,-118.6971428
24,eR2sYkGGGUiH3M8S5qRbrA,mexican,Marcela's Cocina Mexicana,False,+15096824754,119 E Woodin Ave,,,Chelan,98816,US,WA,"['119 E Woodin Ave', 'Chelan, WA 98816']",47.84023,-120.01826
25,bYDYel3nmUPtnAnY-YZySw,mexican,El Agave Ephrata,False,+15097172062,906 Basin St SW,,,Ephrata,98823,US,WA,"['906 Basin St SW', 'Ephrata, WA 98823']",47.3125375,-119.55705883
26,20YkcS3Tk_x1uB9Z4DTdyw,pizza,Chico's Pizza Parlor,False,+15097654589,530 Valley Rd,,Vista Village Shopping Ctr,Moses Lake,98837,US,WA,"['530 Valley Rd', 'Vista Village Shopping Ctr', 'Moses Lake, WA 98837']",47.1385849,-119.2876018
